dynamic_min_qos,dynamic_profit,left_params,peak_reduction,profit_gain_pct,qos_gain,restricted_candidates_per_firm,restricted_rounds,right_params,scenario,uniform_min_qos,uniform_profit
0.9188507142877067,1932.259341580299,"[0.8304347826086957, -0.3826086956521739, 0.7065217391304348, -0.12753623188405802]",0.059719933529423064,12.530876745147134,0.28019384419948345,4,4,"[0.8326086956521737, 0.0, 0.7078260869565219, 0.12753623188405794]",capacity_0.90,0.6386568700882232,1717.092586025397
0.9963869925075198,1729.6705698762994,"[0.5781707317073171, -0.058536585365853655, 0.6060975609756101, -0.1951219512195123]",0.14981928252776033,-1.4375428803061145,0.2414689619437843,4,4,"[0.579390243902439, 0.27804878048780507, 0.6068292682926831, 0.2048780487804879]",alpha_1.15,0.7549180305637355,1754.8979808567412
0.9944480034549771,1749.9801048397346,"[0.5781707317073171, -0.058536585365853655, 0.6060975609756101, -0.1951219512195123]",0.13586968514929032,-1.922428317041273,0.2419574871260648,4,4,"[0.579390243902439, 0.27804878048780507, 0.6068292682926831, 0.2048780487804879]",flexible_share_0.70,0.7524905163289123,1784.2816403495835
0.9460123027098487,1934.879862355446,"[0.8304347826086957, -0.3826086956521739, 0.7065217391304348, -0.12753623188405802]",0.06639404597683995,11.013893944343591,0.24091756712984014,4,4,"[0.8326086956521737, 0.0, 0.7078260869565219, 0.12753623188405794]",qos_threshold_0.78,0.7050947355800086,1742.9168490616958
0.9724250728255928,1707.802859836826,"[0.8090909090909092, -0.36363636363636365, 0.7136363636363635, -0.36363636363636365]",0.06910602813819988,0.7199778472375181,0.1563910446600847,4,4,"[0.579390243902439, 0.27804878048780507, 0.6068292682926831, 0.2048780487804879]",outside_utility_0.50,0.8160340281655081,1695.5949518049526
