admitted_fraction_mean,admitted_fraction_min,average_paid_price,case,exit_probability_elastic,exit_probability_rigid,fixed_point_converged,fixed_point_iterations,minimum_qos,minimum_qos_reference,note,peak_utilization,peak_utilization_target,served_volume,system_profit,weighted_inclusive_value
,,0.760482001886527,optimal_static_qos_routing,0.0871477543412051,0.157773400237847,True,52,0.756455957358171,,,0.7822217827449163,,2610.105444507793,1783.239231608924,2.2027283454863458
,,0.722127424656115,off_peak_discount_only,0.07323855199952577,0.1445746929901201,True,32,0.8330016338242416,,,0.7664316142233594,,2849.246827085535,1872.9036159631862,2.342003597386446
,,0.7682278830824608,peak_surcharge_only,0.08568513858355939,0.15511913470598332,True,34,0.9206877193053253,,,0.7382757356710703,,2672.3495273333674,1886.954939756367,2.2196702668205917
,,0.7347928365088477,dynamic_coarse,0.07485144364592847,0.14478387452104144,True,33,0.9684143534133162,,,0.705901425170401,,2865.3796027956846,1948.7877581277107,2.3283551962842024
,,0.6249746649680031,dynamic_fine,0.04369650518969938,0.11873552327277993,True,35,0.9901656568016834,,,0.6662669479948348,,3042.987652234993,1748.7937984034195,2.730634992824918
,,0.7335977825226134,dynamic_coarse_equal_routing,0.07556740423244507,0.14655110244759464,True,34,0.881318223056546,,,0.7531675667189393,,2817.3422245980955,1887.959138736088,2.3177905855044267
0.9744067830027762,0.902431306238114,,admission_control_uniform,,,,,,0.756455957358171,Diagnostic only: period-level admission fractions needed to keep peak utilization below threshold.,,0.705901425170401,,,
